"","k_1","k_2","k_3","f_1","f_2","f_3","s_1_NR_A_FPKM","s_2_NR_B_FPKM","s_3_CR_A_FPKM","s_4_CR_B_FPKM"
"ENT4",110.520023491677,102.286900414389,236.393276072629,198.520797829581,209.754123267652,212.75998459502,80.2625,63.0103,105.332,109.381
"ENT5",176.103546950109,189.570637355034,236.711657212035,214.734150770574,212.852639163708,222.581012630335,148.281,136.419,133.439,134.371
"EOS1",93.4194476968964,98.5508440257709,53.8860390390115,143.160391377862,151.480289862429,157.520674173281,25.6977,22.9965,63.6385,68.3945
"EPL1",11.2652896171904,11.452881150319,23.8117052512592,27.643580488063,29.5459967283461,26.2447301588521,49.0385,50.3151,139.45,169.39
"EPS1",28.2648911896713,28.1194446261964,55.0938997780505,33.3561921344407,34.1079676780108,31.5542527366376,41.8203,42.1657,74.6263,74.815
"ERB1",26.3124421515177,29.1544363798543,4.80150499820191,19.5780815313759,19.467835866966,18.4660810569702,158.7,75.034,32.0022,23.1807
"ERC1",56.3966653383083,54.330747760323,36.4566132068225,51.2632155941576,53.327594162436,56.8144114960836,58.7308,51.4668,60.5328,37.529
"ERD1",8.43621842834657,9.05065526329178,5.14727753859039,18.207243343355,22.4845967462684,17.9444847959598,8.88452,9.01861,10.6053,5.02185
"ERF2",58.6535648577992,56.4502753543377,82.9274667193835,193.999813204586,217.260973750177,218.264636996453,29.3823,37.0606,36.3092,47.2416
"ERG1",43.9467467513634,41.2363181210408,44.7420165087202,18.7001426486091,16.5349471410821,12.233684958526,147.86,127.181,122.457,33.0766
"ERG10",32.701181351733,41.7242587712465,69.0818827547657,89.2057374774019,87.6315063062424,76.6126486483162,175.152,167.41,272.832,166.502
"ERG12",46.4630611766785,43.1945709291045,68.1853421440145,52.4957345498528,60.2601423557426,52.6021031627501,60.8308,55.5563,59.435,35.0654
"ERG13",245.510579802867,215.531002137903,125.438805826425,206.42929918467,202.084447869044,175.70064544048,120.623,78.4805,105.727,79.3646
"ERG2",19.7944437874277,17.8005515158536,16.4672668129122,22.3842793349256,26.2357354637283,24.4998187975084,291.895,283.114,230.643,75.25
"ERG24",10.9894575830852,11.9635970062651,7.51331729960719,20.0242503353616,22.064675425637,17.7224036229801,111.255,105.85,72.7962,41.9191
"ERG25",170.754945986127,161.753705313455,55.5760296501575,248.522391824737,251.622614352122,229.713342461844,195.957,184.436,96.0324,42.3888
"ERG26",33.5665092618272,38.1922297286043,74.2178563700833,34.5771607559672,33.5437549740116,29.9794936475034,105.849,132.654,78.5977,44.904
"ERG27",19.8442964364551,17.2536266762753,35.3365423961406,14.1330863357572,15.1145407850969,14.1526061453031,261.74,239.781,139.695,111.113
"ERG28",87.578030415833,77.4978291171583,124.84721669851,107.241753546453,114.846481722411,120.786396374408,124.536,192.22,130.326,130.728
"ERG3",136.836923485761,131.280724191038,46.5059441916196,185.082523060941,201.111442574058,194.042249157084,214.39,118.686,127.871,48.0892
"ERG4",29.6351946754443,28.7016064583483,97.1513667490874,45.5716730159714,48.2376272380558,40.8084750974183,211.11,205.652,170.901,80.664
"ERG6",27.1327363358242,30.2438887746379,26.0349913932458,85.8575097777967,86.5898064957015,79.6280648727928,491.838,379.525,348.249,273.563
"ERG7",13.3122105243333,14.580624436805,25.2511934987405,11.8417680152546,9.97581928425366,8.60077393463423,21.1133,19.449,33.8828,21.898
"ERG8",4.12198337869491,4.2295879103665,35.6706333424314,5.73909754248027,5.67807221630448,4.35959392434168,139.662,129.631,98.827,70.8994
"ERG9",54.6131498912811,50.719806339659,72.678365188906,50.6598157240936,49.7152476857428,44.4430256327619,227.198,254.514,300.119,243.622
"ERJ5",26.1977370771218,20.4874938742459,50.8164505355225,13.2358438431173,15.6076091846556,12.8691319149202,90.9266,100.718,105.667,112.608
"ERO1",72.9602105631861,68.0222835543429,217.984756005039,99.9431186282989,97.7177388140614,89.9421764442189,316.392,402.898,115.763,65.0532
"ERP1",78.4532534989279,70.3903302121893,154.480591611807,55.9616874791316,55.0317161686944,47.153103166504,527.894,524.13,283.43,207.14
"ERP3",8.59082641547961,7.28514011686092,15.924389885014,14.9800912298022,13.1278737331852,11.4179840875616,53.5142,48.5178,67.8271,80.8882
"ERP4",75.9864646326929,80.2512679014837,109.540500118127,73.1342445192965,64.1024468630163,50.4345179482665,87.1888,75.8078,105.685,87.4035
"ERP5",41.735675388879,38.5031101032417,60.328678417398,52.9588378068652,55.614664538693,58.4195172654362,118.397,139.758,170.697,231.407
"ERS1",24.7435121343167,24.6754745893676,114.657942126629,20.1072748705421,23.1545326053248,17.9926314714291,22.3992,24.9132,49.7839,52.1453
"ERT1",44.7328685916936,49.4835817452489,56.7568256435212,80.4490007786205,89.8148265163321,90.4729630301036,22.7176,26.4407,7.61419,7.86386
"ERV14",251.385766137722,224.805116922449,377.77847394328,294.036718780195,274.79540286763,279.45147906031,274.171,345.52,259.566,374.829
"ERV2",144.808790440453,138.262695671862,93.9762275982192,105.591922472992,120.095910780831,121.716494112437,283.173,289.451,332.171,187.423
"ERV25",84.9368753317802,74.3137615558243,117.13228138213,48.1124524275953,41.9857452614063,39.2495890454402,565.3,552.864,772.293,561.392
"ERV29",99.8526392602867,101.684899222605,184.791048398291,114.790929412719,102.750254192878,97.9693444358983,106.102,115.658,87.2928,91.5054
"ERV46",12.1442399100349,13.6406572127885,21.9563557505496,22.1209348721617,19.4469578615691,18.164974684757,267.121,249.73,363.547,220.148
"ESA1",26.1908717036463,21.9248051263267,40.2578073547838,28.5383321794444,31.9506437444252,30.2887504994126,53.6639,54.1448,92.8412,155.335
"ESBP6",91.260789590524,87.2114952355887,40.2253845811596,43.896126525784,44.409414156207,46.0821019214204,18.4658,19.2534,142.517,88.96
"ESC2",4.78448347835549,5.60934332493769,22.1239615196378,8.77363255133922,8.17834025530396,8.35246254027444,76.0171,66.94,57.5554,106.714
"ESF1",19.5044650516096,23.263110542843,8.69056190054257,20.9820167870121,22.9395801177609,20.2669145889032,469.841,327.283,250.648,159.464
"ESF2",24.3646886130275,25.2813684432508,26.8009767562377,37.5513634870258,36.4070991223747,45.2999600884575,251.623,105.472,34.3352,21.6451
"ESP1",6.77160421768845,7.31409218243568,8.91714878424874,7.39961140209395,7.56506528537705,6.98740698118875,16.8568,14.4703,12.0431,13.7286
"ESS1",208.001437408458,214.923525840521,255.814201146178,141.476423428974,135.054660562069,120.248483781161,163.707,157.904,451.17,273.654
"EST2",7.8444403340168,7.14373289247212,11.5477076756021,7.42767293891636,7.61535817749771,6.78390983438942,9.008,8.21889,4.39708,5.82313
"EST3",18.0100207085082,17.6723114282423,11.3586557221778,12.6804937517977,11.4530230505274,10.0746918419661,73.7482,70.9698,38.2845,44.9808
"ETP1",53.0595845490593,51.0780975234846,47.3032874360232,46.4435970340231,49.8310129578414,50.5195190438005,16.1533,14.3161,40.9384,51.7842
"ETR1",1160.3998996484,1191.00229489382,1178.54163937838,985.905615690949,943.62359695825,965.444425718619,112.687,105.791,252.319,330.151
"ETT1",64.9688057367174,61.3733022868736,70.8878915519021,46.4851275687938,45.6979296730017,45.8200978387738,853.439,757.835,94.1154,63.8296
"EXG1",35.0556805608186,46.1495780040648,161.247851954357,362.445887573084,415.80049667313,290.461506969007,182.891,131.689,63.2172,30.7364
"EXO1",5.19830728631752,5.97557113738863,6.33956753716197,8.55048564990885,9.30529669771025,8.69001855562951,52.3385,60.2611,46.744,53.593
"EXO5",3.40972889781748,4.03019417650568,14.1573787079336,38.3328528949104,42.9151510775644,41.5783071071514,31.6362,31.183,29.3855,20.4665
"EXO70",10.1228115895258,10.3559275245141,43.346095868827,12.8509304957734,11.9731166258916,11.2919273372417,39.5761,47.1379,35.3218,48.4593
"EXO84",26.6781988097282,27.6346344009356,50.0079251640599,30.2370858290959,31.0555194398579,27.138534423372,31.2208,31.54,34.2919,37.7141
"FAA1",242.584585563868,275.091381820372,257.846434198762,368.791026614782,352.465758123435,343.956398480301,387.559,383.612,532.624,652.84
"FAA2",42.382888639749,47.5292715783658,31.2220320816887,33.4034741892474,34.0219990733698,30.2593485022857,19.518,23.9759,116.249,252.974
"FAB1",23.371292470221,24.6079388679348,23.4893020198094,23.0400317925833,24.1372186888628,25.8254420036998,31.9902,28.3831,24.5674,30.4959
"FAD1",28.9130230315791,28.656088183665,20.0980398042314,42.7422121099939,43.9403374780284,42.2172703471397,57.6878,63.9675,85.7408,98.9545
"FAF1",62.3900624357995,58.08167312551,1.37194743624736,30.0105018792545,32.771901828193,23.9087232411861,78.042,53.9928,23.3463,13.9282
"FAL1",9.39323125487949,10.0234832938161,2.99693461950822,15.252080934963,12.8413861164147,13.0472883184632,79.6537,41.5032,11.1437,11.4135
"FAP1",1.38494420741803,1.83575347203007,0.428343382486978,2.47544677802057,1.72027537728328,1.45481443526419,30.2748,18.1884,12.1766,8.73036
"FAP7",64.6570034126754,69.6762208803467,16.9370804922983,48.499415851946,40.975561916771,38.0456139213469,463.608,283.552,169.953,65.0397
"FAR1",1.84645943701381,2.07739788974658,1.29693808371343,2.47329225563805,2.24620621412205,1.97480648608051,44.3076,35.5202,20.3518,11.8655
"FAR11",10.4070769507271,12.7126854510342,28.9133941683997,18.6036782888741,20.429614816334,18.0467545741679,53.101,52.2809,60.7451,80.8894
"FAR3",55.1143863697319,53.2905131382976,82.4207815866786,38.8566558537228,36.9501616782821,32.4221901095999,43.2942,44.4594,38.0028,82.9833
"FAR7",6.32309804319717,7.05013559696218,12.141763548691,48.7449087770716,63.2740790633299,51.1120729812355,70.684,79.6558,76.0903,98.5035
"FAR8",54.5996234145278,54.1458020455682,47.2672359090884,46.963166594028,47.3474288115172,46.0982911397416,96.1929,138.023,121.578,218.35
"FAS1",178.684866835321,188.137372425688,60.2680822561544,63.2353758691403,55.8465552383464,45.67604865181,619.261,572.429,413.519,272.372
"FAS2",113.591802412089,122.865848866784,18.9198100212164,77.1748009789487,64.2526583277026,54.9364318977652,694.499,557.745,413.194,328.66
"FAT1",40.6963426462934,41.8693011018551,96.9193888596822,43.5786924445064,41.3542876865335,42.6592856063756,42.3312,39.4197,52.8398,28.5683
"FAU1",82.4490394453896,68.0790595688751,114.203885512594,19.6652885466157,19.5303859809556,18.1428060556568,52.1049,43.1233,80.8554,72.6745
"FBA1",2541.61548164248,2401.70504431598,2212.898328195,2700.46060146191,2743.66546366422,2807.06417704058,28945,37581.1,6293.97,3886.81
"FBP1",2784.97357113102,2817.25872376179,5815.53618847752,1496.65249999023,1658.92588665323,1663.8436838923,36.3517,34.225,533.35,602.439
"FBP26",231.382009642921,226.34908627874,400.558434887657,387.497298396701,419.038198342498,434.612626387261,70.8717,78.7951,185.51,236.936
"FCF2",44.135173430904,44.414164738466,11.8960857243781,46.7064853191214,54.260021911413,47.3868904819748,129.01,83.9361,48.4381,30.9145
"FCJ1",160.543931222677,163.906740251008,147.024567320499,302.813454447943,290.437699271096,287.162351546867,112.249,109.137,205.177,222.088
"FCP1",9.60687437856837,11.0231847221794,12.2437338916658,13.5678388054337,15.1244684954123,13.6830123572207,55.3678,31.7249,58.0783,30.0716
"FCY1",567.395496104398,529.485828317474,521.388936556038,389.400282254958,389.554428214573,390.955510516224,682.249,615.711,704.891,849.423
"FCY2",71.9772571803984,69.6831815417733,12.5112251998694,56.2961087189183,56.4042912620651,51.8811403666001,73.433,44.6733,40.7637,13.3721
"FEN1",15.64764992841,18.0694420221354,23.4735485207962,23.9818942565778,20.2100875495583,17.422438331741,65.3628,44.0415,31.2143,16.3777
"FEN2",68.3856683267581,68.1617220698318,24.0069493400087,248.928105797676,262.589566804614,201.039025735253,37.052,32.9044,39.3578,37.241
"FES1",49.0726166959442,47.1502736843349,206.64395721453,67.8362840141272,66.1774233348997,62.9660371728751,475.472,594.153,355.689,442.638
"FET3",553.143415946523,653.905973753122,127.72350469784,766.342736475454,906.584383051281,854.528748964531,52.5818,30.2524,115.11,62.3603
"FET4",52.488209506729,49.3942046517496,322.799112280961,103.455165796487,117.89143792938,84.9128722168096,147.51,134.2,15.5985,17.8525
"FET5",107.75274959876,112.941357939981,87.8254230021985,133.664088067729,152.127144064815,151.574595073955,25.3495,23.7272,78.82,42.9396
"FHL1",14.9288001823129,16.4292714648248,13.9135505548281,15.6075985737944,15.4945105673755,13.4385113564981,40.9142,32.9359,41.5874,26.5767
"FIG1",0.552380143065131,0.443174720721268,1.49124721331235,1.0567078126498,1.21437383256644,1.07210159461481,13.7213,11.4389,0.716556,1.2568
"FIG4",11.6801672186837,11.2552361597172,16.2279339737313,16.9182816502239,17.4453019160895,14.94954273324,19.2098,14.886,19.8892,16.756
"FIN1",10.8577982306459,9.92359958337536,7.85696769657079,8.35125029028084,10.0712386864663,9.09425527104186,89.05,85.1823,79.8798,173.174
"FIP1",89.3358181377625,85.5541421564484,74.2186673258015,85.7123984936651,76.8055024218057,83.3451779653557,25.6746,24.6823,45.1064,44.4939
"FIR1",5.07658152402745,5.98534516074916,14.4373462498786,5.05804911159572,5.95034709520787,5.33816878503566,13.7079,12.2891,9.48478,8.86248
"FIS1",175.911830176126,182.316036813084,63.1407626909297,207.114731279362,184.824698862704,200.143499354676,200.516,241.056,330.656,257.074
"FKH2",30.416281966414,30.2937607628903,3.64413937807531,37.2528544888095,38.8867714787873,34.8350630146978,14.5693,9.07951,7.05924,4.85109
"FKS1",214.047743139912,229.305960142851,176.282529529586,258.982170856842,261.239156239258,276.50319068014,260.397,210.055,115.325,97.8652
"FKS3",11.7533182580452,12.134471387988,6.86992004253163,9.34377223527733,9.52571325761606,9.88388328435308,17.8027,13.9816,3.01557,3.01363
"FLC1",65.5930496399576,69.6008137148917,71.6012626923518,108.700810864132,116.023527075384,112.98873290991,78.9516,75.8122,159.129,86.5936
"FLC2",10.0309133887988,12.75309258365,28.7983284608857,40.8086000556099,45.9018163458234,44.1094868470495,74.203,59.8597,124.068,63.5646
"FLO1",281.681039178489,293.860092372804,58.3396553145991,56.4017795001833,66.8406486007465,56.2210076216009,8.63394,7.36878,6.16601,3.29219
"FLO5",48.6330099781858,53.3934296614862,45.5122469200307,90.4029073542682,72.8766505625921,116.607823651077,3.47835,3.4512,5.1324,2.87324
"FLO8",31.7472214252191,35.3755819619224,30.2376611452979,45.453044807711,46.990764397424,43.563440237475,20.567,17.5973,17.8552,14.6259
"FLO9",48.3497788679916,60.9118289206866,1303.24129481795,268.149261767146,388.363161970659,280.110512502528,4.48078,4.22602,5.3755,2.78237
"FLX1",14.9321982829879,15.9183179718811,12.7000299496186,12.2653585396852,13.7973661852101,13.8214780641849,23.043,24.7534,7.76752,4.66788
"FMC1",78.9733116884661,73.5418854316538,81.0696212327986,128.807464051825,129.582905404259,124.899041623297,178.632,193.784,355.57,276.355
"FMN1",39.2630630413795,36.5874162930471,39.4567571425589,54.5834551523524,59.5863765476409,58.587158651588,80.0977,85.2849,59.7357,46.9766
"FMO1",71.1225345434972,63.8766878733642,75.2241757301973,13.0552128342976,15.1648401297718,14.0954747240918,11.0475,12.4607,13.379,12.2174
"FMP10",220.2911738406,226.255227605738,185.808676521959,191.33959321909,173.143846859021,171.040791044288,66.1838,56.9695,141.669,78.2634
"FMP16",4921.25289548158,4581.0720196267,686.164266378715,5792.2147218628,5197.97626812063,6508.33234156133,927.854,1417.8,13657.2,20064.5
"FMP21",445.525734638216,445.441182280008,289.839134557863,526.55829756055,614.970947716807,598.022138714981,195.971,230.389,509.113,464.528
"FMP23",2.98100121899954,4.17245961032548,6.90676940670491,63.6208943962399,74.5278282081246,59.0257212234234,23.4317,29.8689,22.2179,40.2439
"FMP25",142.054518472175,152.513632004514,139.367627275824,195.21762882195,187.98490626814,170.091337720706,48.5392,38.3242,70.6446,45.4201
"FMP27",24.8892387692535,26.2731853767443,21.7721418676297,22.3485816496235,24.7757323547856,28.1374930350231,51.8467,55.6706,57.9121,84.9562
"FMP30",4.38582452121869,3.83657046646675,3.47570202390061,10.3105499492623,10.2432928623756,9.90946607982814,27.3741,27.2121,22.4365,22.2415
"FMP32",145.658767374394,126.486094154947,143.027434828479,111.644888153163,102.570992910182,93.4680740745082,55.5129,54.6253,81.3325,112.976
"FMP37",279.297771199241,252.090752113693,482.792663032723,326.007246883107,322.644244742898,299.187818337174,79.0206,99.3213,668.421,1157.7
"FMP40",127.729058476453,124.233024136291,54.1269602269654,39.0824408145011,34.491983903969,38.5243330914037,50.3382,52.8904,167.746,188.665
"FMP41",96.2480552310456,86.7880775911653,104.79169790035,74.8781554971208,67.902544237445,58.5747579406871,240.733,190.794,128.448,129.491
"FMP45",242.46442066535,207.399992621715,69.5946932274208,186.260291800302,175.368710682167,223.212340308801,53.5017,53.2955,344.184,369.964
"FMP46",264.970896051069,254.979904090132,439.127115010992,557.709569574803,599.152082011124,677.058147340943,107.837,111.299,378.631,324.56
"FMP48",447.401486210839,487.615564616476,452.622556344602,468.806651475701,490.983090428861,494.334759996948,23.3655,23.8097,61.088,39.5642
"FMP52",372.934809686566,359.469961643896,88.8716754886099,237.969664269079,235.757684081259,224.163919769313,187.79,209.331,304.378,243.91
"FMS1",15.7164254649388,15.8617545506394,12.3138617908384,20.6605322333821,21.6187033481964,19.5400126091012,88.3902,103.461,89.94,70.2449
"FMT1",36.334169685188,37.0986163128457,27.8955221412308,25.2855083741203,23.7557865209326,21.3470743224876,15.3927,12.1638,16.7765,16.1597
"FOB1",16.369573085834,19.4079192089602,40.274972086807,17.3476199243343,16.6089359363562,15.2059742836201,38.7444,37.5942,25.2129,22.4542
"FOL1",11.9087067434743,11.1405582392113,5.40972096572246,16.1472369266312,19.5485667913925,16.1805656855819,51.3028,45.2064,26.866,14.5265
